CVE_ID,Patch_commit,cve_func,oss_name,need_Oldest_version,need_Latest_version,patch_version
CVE-2013-6449,ca989269a2876bae79393bd54c3e72d49975fc75,ssl_get_algorithm2,openssl,openssl:1.0.1,openssl:1.0.1e,openssl:1.0.1f
CVE-2013-6450,34628967f1e65dc8f34e000f0f5518e21afbfc7b,dtls1_hm_fragment_free,openssl,openssl:1.0.0,openssl:1.0.1e,openssl:1.0.1f
CVE-2013-6450,34628967f1e65dc8f34e000f0f5518e21afbfc7b,tls1_change_cipher_state,openssl,openssl:1.0.0,openssl:1.0.1e,openssl:1.0.1f
CVE-2014-0160,96db9023b881d7cd9f379b0c154650d6c108e9a3,dtls1_process_heartbeat,openssl,openssl:1.0.1,openssl:1.0.1f,openssl:1.0.1g
CVE-2014-0160,96db9023b881d7cd9f379b0c154650d6c108e9a3,tls1_process_heartbeat,openssl,openssl:1.0.1,openssl:1.0.1f,openssl:1.0.1g
CVE-2014-0195,1632ef744872edc2aa2a53d487d3e79c965a4ad3,dtls1_reassemble_fragment,openssl,openssl:0.9.8o,openssl:0.9.8y,openssl:0.9.8zb
CVE-2014-0195,1632ef744872edc2aa2a53d487d3e79c965a4ad3,dtls1_reassemble_fragment,openssl,openssl:1.0.0a,openssl:1.0.0l,openssl:1.0.0m
CVE-2014-0195,1632ef744872edc2aa2a53d487d3e79c965a4ad3,dtls1_reassemble_fragment,openssl,openssl:1.0.1,openssl:1.0.1g,openssl:1.0.1h
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_get_server_hello,openssl,openssl:0.9.1c,openssl:0.9.8z,openssl:0.9.8zb
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_read_bytes,openssl,openssl:0.9.1c,openssl:0.9.8z,openssl:0.9.8zb
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_get_server_hello,openssl,openssl:1.0.0,openssl:1.0.0l,openssl:1.0.0m
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_read_bytes,openssl,openssl:1.0.0,openssl:1.0.0l,openssl:1.0.0m
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_get_server_hello,openssl,openssl:1.0.1,openssl:1.0.1g,openssl:1.0.1h
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_read_bytes,openssl,openssl:1.0.1,openssl:1.0.1g,openssl:1.0.1h
CVE-2014-3470,8011cd56e39a433b1837465259a9bd24a38727fb,ssl3_send_client_key_exchange,openssl,openssl:0.9.3,openssl:0.9.8y,openssl:0.9.8zb
CVE-2014-3470,8011cd56e39a433b1837465259a9bd24a38727fb,ssl3_send_client_key_exchange,openssl,openssl:1.0.0,openssl:1.0.0l,openssl:1.0.0m
CVE-2014-3470,8011cd56e39a433b1837465259a9bd24a38727fb,ssl3_send_client_key_exchange,openssl,openssl:1.0.1,openssl:1.0.1g,openssl:1.0.1h
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_max_handshake_message_len,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_process_out_of_seq_message,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_reassemble_fragment,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_max_handshake_message_len,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_process_out_of_seq_message,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_reassemble_fragment,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_max_handshake_message_len,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_process_out_of_seq_message,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3506,1250f12613b61758675848f6600ebd914ccd7636,dtls1_reassemble_fragment,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3507,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74,dtls1_process_out_of_seq_message,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3507,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74,dtls1_reassemble_fragment,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3507,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74,dtls1_process_out_of_seq_message,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3507,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74,dtls1_reassemble_fragment,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3507,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74,dtls1_process_out_of_seq_message,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3507,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74,dtls1_reassemble_fragment,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3508,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,c2i_ASN1_OBJECT,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3508,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,OBJ_obj2txt,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3508,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,c2i_ASN1_OBJECT,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3508,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,OBJ_obj2txt,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3508,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,c2i_ASN1_OBJECT,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3508,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,OBJ_obj2txt,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3510,17160033765480453be0a41335fa6b833691c049,ssl3_send_client_key_exchange,openssl,openssl:0.9.8,openssl:0.9.8za,openssl:0.9.8zb
CVE-2014-3510,17160033765480453be0a41335fa6b833691c049,ssl3_send_client_key_exchange,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3510,17160033765480453be0a41335fa6b833691c049,ssl3_send_client_key_exchange,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3511,280b1f1ad12131defcd986676a8fc9717aaa601b,ssl23_get_client_hello,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3511,280b1f1ad12131defcd986676a8fc9717aaa601b,ssl23_get_client_hello,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3512,4a23b12a031860253b58d503f296377ca076427b,SRP_Calc_u,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3512,4a23b12a031860253b58d503f296377ca076427b,srp_Calc_k,openssl,openssl:1.0.0,openssl:1.0.0m,openssl:1.0.0n
CVE-2014-3512,4a23b12a031860253b58d503f296377ca076427b,SRP_Calc_u,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3512,4a23b12a031860253b58d503f296377ca076427b,srp_Calc_k,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-3513,2b0532f3984324ebe1236a63d15893792384328d,ssl_add_clienthello_tlsext,openssl,openssl:1.0.1,openssl:1.0.1i,openssl:1.0.1j
CVE-2014-3513,2b0532f3984324ebe1236a63d15893792384328d,ssl_add_serverhello_tlsext,openssl,openssl:1.0.1,openssl:1.0.1i,openssl:1.0.1j
CVE-2014-3513,2b0532f3984324ebe1236a63d15893792384328d,ssl_parse_clienthello_tlsext,openssl,openssl:1.0.1,openssl:1.0.1i,openssl:1.0.1j
CVE-2014-3513,2b0532f3984324ebe1236a63d15893792384328d,ssl_parse_serverhello_tlsext,openssl,openssl:1.0.1,openssl:1.0.1i,openssl:1.0.1j
CVE-2014-3567,7fd4ce6a997be5f5c9e744ac527725c2850de203,tls_decrypt_ticket,openssl,openssl:0.9.8f,openssl:0.9.8zb,openssl:0.9.8zc
CVE-2014-3567,7fd4ce6a997be5f5c9e744ac527725c2850de203,tls_decrypt_ticket,openssl,openssl:1.0.0,openssl:1.0.0n,openssl:1.0.0o
CVE-2014-3567,7fd4ce6a997be5f5c9e744ac527725c2850de203,tls_decrypt_ticket,openssl,openssl:1.0.1,openssl:1.0.1i,openssl:1.0.1j
CVE-2014-5139,83764a989dcc87fbea337da5f8f86806fe767b7e,ssl3_get_server_hello,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-5139,83764a989dcc87fbea337da5f8f86806fe767b7e,ssl_cipher_list_to_bytes,openssl,openssl:1.0.1,openssl:1.0.1h,openssl:1.0.1i
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,ASN1_item_verify,openssl,openssl:1.0.0a,openssl:1.0.0o,openssl:1.0.0p
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,ASN1_verify,openssl,openssl:1.0.0a,openssl:1.0.0o,openssl:1.0.0p
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,DSA_verify,openssl,openssl:1.0.0a,openssl:1.0.0o,openssl:1.0.0p
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,ECDSA_verify,openssl,openssl:1.0.0a,openssl:1.0.0o,openssl:1.0.0p
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,X509_verify,openssl,openssl:1.0.0a,openssl:1.0.0o,openssl:1.0.0p
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,ASN1_item_verify,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,ASN1_verify,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,DSA_verify,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,ECDSA_verify,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2014-8275,684400ce192dac51df3d3e92b61830a6ef90be3e,X509_verify,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2014-9658,f70d9342e65cd2cb44e9f26b6d7edeedf191fc6c,tt_face_load_kern,freetype,freetype:2.1.3,freetype:2.5.3,freetype:2.5.4
CVE-2014-9663,9bd20b7304aae61de5d50ac359cf27132bafd4c1,tt_cmap4_validate,freetype,freetype:2.1.0,freetype:2.5.3,freetype:2.5.4
CVE-2014-9669,602040b1112c9f94d68e200be59ea7ac3d104565,tt_cmap12_validate,freetype,freetype:1.3.1,freetype:2.5.3,freetype:2.5.4
CVE-2014-9669,602040b1112c9f94d68e200be59ea7ac3d104565,tt_cmap13_validate,freetype,freetype:1.3.1,freetype:2.5.3,freetype:2.5.4
CVE-2014-9669,602040b1112c9f94d68e200be59ea7ac3d104565,tt_cmap14_validate,freetype,freetype:1.3.1,freetype:2.5.3,freetype:2.5.4
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_buffer_record,openssl,openssl:1.0.0a,openssl-1.0.1t,openssl:1.0.1u
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_get_record,openssl,openssl:1.0.0a,openssl-1.0.1t,openssl:1.0.1u
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_process_buffered_records,openssl,openssl:1.0.0a,openssl-1.0.1t,openssl:1.0.1u
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_read_bytes,openssl,openssl:1.0.0a,openssl-1.0.1t,openssl:1.0.1u
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_buffer_record,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_get_record,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_process_buffered_records,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,dtls1_read_bytes,openssl,openssl:1.0.1a,openssl:1.0.1j,openssl:1.0.1k
CVE-2015-0292,d0666f289ac013094bbbf547bfbcd616199b7d2d,EVP_DecodeUpdate,openssl,openssl:1.0.0,openssl:1.0.0l,openssl:1.0.0m
CVE-2015-0292,d0666f289ac013094bbbf547bfbcd616199b7d2d,EVP_DecodeUpdate,openssl,openssl:1.0.1,openssl:1.0.1g,openssl:1.0.1h
CVE-2015-1791,98ece4eebfb6cd45cc8d550c6ac0022965071afc,ssl3_get_new_session_ticket,openssl,openssl:1.0.0,openssl:1.0.0r,openssl:1.0.0s
CVE-2015-1791,98ece4eebfb6cd45cc8d550c6ac0022965071afc,ssl_session_dup,openssl,openssl:1.0.0,openssl:1.0.0r,openssl:1.0.0s
CVE-2015-1791,98ece4eebfb6cd45cc8d550c6ac0022965071afc,ssl3_get_new_session_ticket,openssl,openssl:1.0.1,openssl:1.0.1m,openssl:1.0.1n
CVE-2015-1791,98ece4eebfb6cd45cc8d550c6ac0022965071afc,ssl_session_dup,openssl,openssl:1.0.1,openssl:1.0.1m,openssl:1.0.1n
CVE-2015-1791,98ece4eebfb6cd45cc8d550c6ac0022965071afc,ssl3_get_new_session_ticket,openssl,openssl:1.0.2,openssl:1.0.2a,openssl:1.0.2b
CVE-2015-1791,98ece4eebfb6cd45cc8d550c6ac0022965071afc,ssl_session_dup,openssl,openssl:1.0.2,openssl:1.0.2a,openssl:1.0.2b
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,ASN1_item_ex_d2i,openssl,openssl:0.9.1c,openssl:0.9.8zg,openssl:0.9.8zh
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,asn1_template_noexp_d2i,openssl,openssl:0.9.1c,openssl:0.9.8zg,openssl:0.9.8zh
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,ASN1_item_ex_d2i,openssl,openssl:1.0.0,openssl:1.0.0s,openssl:1.0.0t
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,asn1_template_noexp_d2i,openssl,openssl:1.0.0,openssl:1.0.0s,openssl:1.0.0t
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,ASN1_item_ex_d2i,openssl,openssl:1.0.1,openssl:1.0.1p,openssl:1.0.1q
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,asn1_template_noexp_d2i,openssl,openssl:1.0.1,openssl:1.0.1p,openssl:1.0.1q
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,ASN1_item_ex_d2i,openssl,openssl:1.0.2,openssl:1.0.2d,openssl:1.0.2e
CVE-2015-3195,cc598f321fbac9c04da5766243ed55d55948637d,asn1_template_noexp_d2i,openssl,openssl:1.0.2,openssl:1.0.2d,openssl:1.0.2e
CVE-2015-3196,3c66a669dfc7b3792f7af0758ea26fe8502ce70c,ssl3_get_key_exchange,openssl,openssl:1.0.0,openssl:1.0.1o,openssl:1.0.1p
CVE-2015-3196,3c66a669dfc7b3792f7af0758ea26fe8502ce70c,ssl3_send_client_key_exchange,openssl,openssl:1.0.0,openssl:1.0.1o,openssl:1.0.1p
CVE-2015-3196,3c66a669dfc7b3792f7af0758ea26fe8502ce70c,ssl3_get_client_key_exchange,openssl,openssl:1.0.0,openssl:1.0.1o,openssl:1.0.1p
CVE-2015-7499,"28cd9cb747a94483f4aea7f0968d202c20bb4cfc
35bcb1d758ed70aa7b257c9c3b3ff55e54e3d0da",xmlHaltParser,libxml2,libxml2:2.4.23,libxml2:2.9.2,libxml2:2.9.3
CVE-2015-7499,"28cd9cb747a94483f4aea7f0968d202c20bb4cfc
35bcb1d758ed70aa7b257c9c3b3ff55e54e3d0da",xmlStopParser,libxml2,libxml2:2.4.23,libxml2:2.9.2,libxml2:2.9.3
CVE-2016-0705,6c88c71b4e4825c7bc0489306d062d017634eb88,dsa_priv_decode,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0705,6c88c71b4e4825c7bc0489306d062d017634eb88,dsa_priv_decode,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0797,c175308407858afff3fc8c2e5e085d94d12edc7d,BN_dec2bn,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0797,c175308407858afff3fc8c2e5e085d94d12edc7d,BN_hex2bn,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0797,c175308407858afff3fc8c2e5e085d94d12edc7d,BN_dec2bn,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0797,c175308407858afff3fc8c2e5e085d94d12edc7d,BN_hex2bn,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,init_ssl_connection,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,rev_body,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,ssl_srp_server_param_cb,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,sv_body,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,www_body,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,SRP_VBASE_get1_by_user,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,SRP_VBASE_get_by_user,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,SRP_user_pwd_free,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,find_user,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,srp_user_pwd_dup,openssl,openssl:1.0.1,openssl:1.0.1r,openssl:1.0.1s
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,init_ssl_connection,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,rev_body,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,ssl_srp_server_param_cb,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,sv_body,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,www_body,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,SRP_VBASE_get1_by_user,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,SRP_VBASE_get_by_user,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,SRP_user_pwd_free,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,find_user,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-0798,259b664f950c2ba66fbf4b0fe5281327904ead21,srp_user_pwd_dup,openssl,openssl:1.0.2,openssl:1.0.2f,openssl:1.0.2g
CVE-2016-10328,beecf80a6deecbaf5d264d4f864451bde4fe98b8,cff_parser_run,freetype,freetype:2.1.3,freetype:2.7,freetype:2.7.1
CVE-2016-1833,0bcd05c5cd83dec3406c8f68b769b1d610c72f76,xmlNextChar,libxml2,libxml2:2.4.29,libxml2:2.9.3,libxml2:2.9.4
CVE-2016-1834,8fbbf5513d609c1770b391b99e33314cd0742704,xmlStrncat,libxml2,libxml2:1.8.5,libxml2:2.9.3,libxml2:2.9.4
CVE-2016-1834,8fbbf5513d609c1770b391b99e33314cd0742704,xmlStrncatNew,libxml2,libxml2:1.8.5,libxml2:2.9.3,libxml2:2.9.4
CVE-2016-1838,db07dd613e461df93dde7902c6505629bf0734e9,xmlParseEndTag2,libxml2,libxml2:1.7.0,libxml2:2.9.4,libxml2:2.9.5
CVE-2016-2177,a004e72b95835136d3f1ea90517f706c24c03da7,ssl3_get_client_hello,openssl,openssl:1.0.1,openssl:1.0.1t,openssl:1.0.1u
